loan_id,reporting_date,product_type,origination_date,original_amount,outstanding_balance,credit_score_origination,credit_score_current,days_past_due,interest_rate,industry_sector,geography,pd_12m,pd_lifetime,lgd,ifrs9_stage,ecl_amount,ecl_rate,credit_band,vintage_year
LN0003247,2024-12-31,Personal Loan,2021-05-18,19813.9,5594.19,653,634,0,9.77,N/A,West,0.06,0.18,0.6882,2,692.99,12.3877,Poor (600-649),2021
LN0003637,2024-12-31,Credit Card,2021-06-28,8254.41,2315.99,617,576,0,18.6,N/A,South,0.15,0.45,0.6635,2,691.5,29.8576,Very Poor (<600),2021
LN0000315,2024-12-31,Credit Card,2023-03-01,7277.86,4358.69,639,632,0,18.79,N/A,East,0.075,0.225,0.7044,2,690.81,15.849,Poor (600-649),2023
LN0002866,2024-12-31,Personal Loan,2021-09-29,13951.93,4452.17,672,724,180,9.31,N/A,East,0.096,0.288,0.534,3,684.71,15.3792,Good (700-749),2021
LN0002362,2024-12-31,Personal Loan,2021-03-28,12880.76,3700.26,633,662,60,9.15,N/A,North,0.12,0.36,0.5129,2,683.23,18.4644,Fair (650-699),2021
LN0003093,2024-12-31,Personal Loan,2020-06-18,22074.86,6186.12,597,629,0,9.86,N/A,North,0.06,0.18,0.6108,2,680.13,10.9945,Poor (600-649),2020
LN0003788,2024-12-31,Personal Loan,2021-11-25,7540.97,2762.01,540,535,0,9.85,N/A,Central,0.12,0.36,0.6824,2,678.53,24.5665,Very Poor (<600),2021
LN0000480,2024-12-31,Personal Loan,2021-04-24,12461.53,3215.64,583,545,0,9.92,N/A,South,0.12,0.36,0.5861,2,678.49,21.0997,Very Poor (<600),2021
LN0001180,2024-12-31,Personal Loan,2022-03-30,7255.02,2898.97,603,575,0,9.95,N/A,West,0.12,0.36,0.6479,2,676.17,23.3245,Very Poor (<600),2022
LN0003226,2024-12-31,Credit Card,2021-03-04,7974.19,2272.91,577,548,0,18.92,N/A,West,0.15,0.45,0.6592,2,674.24,29.6642,Very Poor (<600),2021
LN0003311,2024-12-31,Auto Loan,2022-10-26,13368.57,6713.52,626,636,30,7.03,N/A,Central,0.09,0.27,0.3713,2,673.04,10.0251,Poor (600-649),2022
LN0000256,2024-12-31,Personal Loan,2020-08-05,23833.85,6185.04,615,620,0,9.3,N/A,South,0.06,0.18,0.603,2,671.32,10.8539,Poor (600-649),2020
LN0002497,2024-12-31,Personal Loan,2022-12-27,11735.8,6474.9,600,600,0,9.58,N/A,North,0.06,0.18,0.5742,2,669.22,10.3356,Very Poor (<600),2022
LN0003094,2024-12-31,Credit Card,2022-02-03,5909.1,2298.73,623,611,30,18.55,N/A,South,0.15,0.45,0.6443,2,666.48,28.9934,Poor (600-649),2022
LN0000772,2024-12-31,Credit Card,2021-01-21,7184.99,2144.7,539,508,0,19.52,N/A,South,0.15,0.45,0.6876,2,663.61,30.9419,Very Poor (<600),2021
LN0000796,2024-12-31,Credit Card,2022-02-20,5697.35,2147.38,564,574,0,19.4,N/A,North,0.15,0.45,0.6858,2,662.7,30.8609,Very Poor (<600),2022
LN0000922,2024-12-31,Personal Loan,2023-06-16,9113.46,6094.44,631,621,0,10.0,N/A,West,0.06,0.18,0.604,2,662.59,10.872,Poor (600-649),2023
LN0004817,2024-12-31,Credit Card,2021-10-26,6607.1,2029.99,589,584,0,19.03,N/A,East,0.15,0.45,0.7206,2,658.26,32.4268,Very Poor (<600),2021
LN0001740,2024-12-31,Personal Loan,2021-02-18,13101.71,3517.11,506,506,0,10.04,N/A,South,0.12,0.36,0.5182,2,656.12,18.6551,Very Poor (<600),2021
LN0000616,2024-12-31,Credit Card,2023-05-12,3799.14,2284.21,474,488,0,19.74,N/A,South,0.15,0.45,0.6333,2,650.97,28.4987,Very Poor (<600),2023
LN0003392,2024-12-31,Credit Card,2023-09-09,2866.49,1999.97,495,430,0,19.63,N/A,North,0.15,0.45,0.7224,2,650.15,32.508,Very Poor (<600),2023
LN0004816,2024-12-31,Credit Card,2021-04-16,6064.18,1806.03,598,581,0,18.35,N/A,North,0.15,0.45,0.7992,2,649.52,35.964,Very Poor (<600),2021
LN0001139,2024-12-31,Personal Loan,2021-12-09,23801.44,8181.01,764,794,120,9.35,N/A,East,0.048,0.144,0.5512,3,649.35,7.9373,Excellent (750+),2021
LN0004244,2024-12-31,Personal Loan,2022-08-10,11785.78,5578.98,601,600,0,9.66,N/A,East,0.06,0.18,0.6441,2,646.82,11.5939,Very Poor (<600),2022
LN0002475,2024-12-31,Personal Loan,2021-04-28,9653.89,2822.07,523,519,0,10.29,N/A,East,0.12,0.36,0.6366,2,646.75,22.9176,Very Poor (<600),2021
LN0000613,2024-12-31,Auto Loan,2020-01-27,22332.42,6211.59,604,557,0,7.47,N/A,North,0.09,0.27,0.3851,2,645.86,10.3977,Very Poor (<600),2020
LN0003985,2024-12-31,Credit Card,2021-09-26,7257.92,2264.92,552,565,0,19.19,N/A,East,0.15,0.45,0.6303,2,642.41,28.3635,Very Poor (<600),2021
LN0003831,2024-12-31,Personal Loan,2022-11-13,6788.57,3383.7,548,560,0,10.36,N/A,North,0.12,0.36,0.527,2,641.96,18.9721,Very Poor (<600),2022
LN0003583,2024-12-31,Personal Loan,2022-03-10,12222.9,5209.66,622,627,0,10.06,N/A,North,0.06,0.18,0.6838,2,641.23,12.3085,Poor (600-649),2022
LN0004294,2024-12-31,Credit Card,2023-04-04,5949.23,3832.17,581,624,0,18.36,N/A,West,0.075,0.225,0.7434,2,640.99,16.7266,Poor (600-649),2023
LN0003686,2024-12-31,Personal Loan,2021-03-03,11681.95,3176.19,629,624,30,9.4,N/A,East,0.12,0.36,0.5592,2,639.41,20.1314,Poor (600-649),2021
LN0004805,2024-12-31,Credit Card,2023-01-19,3271.79,1801.7,570,572,0,19.19,N/A,South,0.15,0.45,0.7882,2,639.04,35.4687,Very Poor (<600),2023
LN0003116,2024-12-31,Credit Card,2023-06-24,6320.9,3914.13,589,612,0,18.51,N/A,West,0.075,0.225,0.7217,2,635.59,16.2383,Poor (600-649),2023
LN0003887,2024-12-31,Credit Card,2023-07-21,2685.87,1764.38,594,589,0,18.57,N/A,West,0.15,0.45,0.7999,2,635.1,35.9956,Very Poor (<600),2023
LN0003907,2024-12-31,Personal Loan,2020-01-04,12724.49,3504.74,547,526,0,9.96,N/A,West,0.12,0.36,0.5021,2,633.5,18.0755,Very Poor (<600),2020
LN0000786,2024-12-31,Credit Card,2020-05-18,4217.61,1134.11,573,550,30,19.28,N/A,West,0.3,0.9,0.6203,2,633.14,55.827,Very Poor (<600),2020
LN0001121,2024-12-31,Credit Card,2023-01-05,6087.43,3603.97,660,618,0,18.74,N/A,Central,0.075,0.225,0.7803,2,632.74,17.5567,Poor (600-649),2023
LN0000508,2024-12-31,Credit Card,2020-09-11,8067.47,2154.64,591,550,0,18.44,N/A,Central,0.15,0.45,0.6508,2,631.01,29.2861,Very Poor (<600),2020
LN0000944,2024-12-31,Credit Card,2020-01-14,5987.8,1768.78,477,522,0,19.83,N/A,Central,0.15,0.45,0.784,2,624.03,35.2802,Very Poor (<600),2020
LN0004972,2024-12-31,Credit Card,2022-09-19,8486.81,3920.42,642,644,0,18.66,N/A,West,0.075,0.225,0.7052,2,622.05,15.8669,Poor (600-649),2022
LN0004286,2024-12-31,Personal Loan,2020-08-30,11977.39,3304.29,553,588,0,9.61,N/A,East,0.12,0.36,0.5222,2,621.18,18.7992,Very Poor (<600),2020
LN0004441,2024-12-31,Credit Card,2023-11-21,2953.87,2114.15,448,415,0,19.84,N/A,North,0.15,0.45,0.6432,2,611.92,28.944,Very Poor (<600),2023
LN0004466,2024-12-31,Personal Loan,2021-01-12,10450.53,2735.96,721,685,90,9.22,N/A,North,0.12,0.36,0.6198,2,610.47,22.3128,Fair (650-699),2021
LN0002947,2024-12-31,Personal Loan,2020-12-15,11171.36,3267.98,586,573,0,10.03,N/A,North,0.12,0.36,0.5183,2,609.77,18.6589,Very Poor (<600),2020
LN0002879,2024-12-31,Personal Loan,2020-12-02,17712.19,5218.0,643,669,30,9.72,N/A,South,0.06,0.18,0.6477,2,608.35,11.6587,Fair (650-699),2020
LN0003653,2024-12-31,Credit Card,2022-08-30,3774.98,1948.81,620,579,0,18.25,N/A,East,0.15,0.45,0.69,2,605.11,31.0502,Very Poor (<600),2022
LN0004251,2024-12-31,Personal Loan,2020-11-19,20172.92,5603.79,621,603,0,9.57,N/A,South,0.06,0.18,0.5999,2,605.11,10.7982,Poor (600-649),2020
LN0004344,2024-12-31,Credit Card,2023-10-12,5554.97,3837.79,606,642,0,18.88,N/A,North,0.075,0.225,0.6896,2,595.47,15.516,Poor (600-649),2023
LN0003228,2024-12-31,Personal Loan,2020-09-08,21536.8,5904.29,634,634,0,10.0,N/A,West,0.06,0.18,0.5594,2,594.51,10.0691,Poor (600-649),2020
LN0002977,2024-12-31,Credit Card,2022-09-25,4136.1,1968.25,554,514,0,18.6,N/A,Central,0.15,0.45,0.6688,2,592.36,30.0958,Very Poor (<600),2022
LN0002554,2024-12-31,Credit Card,2020-05-31,2680.27,743.89,651,619,120,18.38,N/A,East,0.6,1.0,0.794,3,590.65,79.4002,Poor (600-649),2020
LN0004213,2024-12-31,Personal Loan,2021-07-03,8899.88,2341.65,567,582,0,9.55,N/A,North,0.12,0.36,0.6995,2,589.67,25.1818,Very Poor (<600),2021
LN0002514,2024-12-31,Personal Loan,2020-12-22,10148.35,2705.06,538,503,0,10.55,N/A,East,0.12,0.36,0.6043,2,588.48,21.7548,Very Poor (<600),2020
LN0004672,2024-12-31,Credit Card,2020-03-22,6728.12,1847.35,671,650,90,18.85,N/A,North,0.15,0.45,0.7071,2,587.82,31.8196,Poor (600-649),2020
LN0002052,2024-12-31,Personal Loan,2022-08-17,11573.07,5829.95,630,644,0,9.65,N/A,North,0.06,0.18,0.5585,2,586.08,10.0529,Poor (600-649),2022
LN0003299,2024-12-31,Personal Loan,2023-12-08,6530.35,4710.08,699,658,30,9.33,N/A,South,0.06,0.18,0.6874,2,582.79,12.3733,Fair (650-699),2023
LN0003284,2024-12-31,Credit Card,2023-05-21,3414.56,2130.02,568,552,0,18.95,N/A,West,0.15,0.45,0.607,2,581.81,27.3148,Very Poor (<600),2023
LN0004290,2024-12-31,Credit Card,2023-06-04,5564.45,3694.58,616,634,0,19.12,N/A,East,0.075,0.225,0.699,2,581.07,15.7276,Poor (600-649),2023
LN0004818,2024-12-31,Credit Card,2022-01-13,9224.72,3582.76,611,603,0,18.96,N/A,North,0.075,0.225,0.7169,2,577.91,16.1303,Poor (600-649),2022
LN0000269,2024-12-31,Personal Loan,2023-10-26,7340.36,5302.11,603,604,0,9.52,N/A,South,0.06,0.18,0.6052,2,577.59,10.8936,Poor (600-649),2023
LN0000687,2024-12-31,Personal Loan,2021-05-22,10550.59,2717.44,658,587,0,9.74,N/A,Central,0.12,0.36,0.5896,2,576.79,21.2255,Very Poor (<600),2021
LN0003480,2024-12-31,Personal Loan,2020-04-10,18045.54,4834.98,646,612,0,9.08,N/A,East,0.06,0.18,0.6625,2,576.57,11.925,Poor (600-649),2020
LN0003277,2024-12-31,Credit Card,2021-05-03,6934.39,1803.17,528,487,0,19.01,N/A,North,0.15,0.45,0.7105,2,576.52,31.9726,Very Poor (<600),2021
LN0000222,2024-12-31,Personal Loan,2020-12-16,10777.39,3124.51,519,497,0,10.61,N/A,North,0.12,0.36,0.5062,2,569.39,18.2233,Very Poor (<600),2020
LN0001474,2024-12-31,Personal Loan,2023-02-04,8457.72,4673.6,632,621,0,9.38,N/A,South,0.06,0.18,0.6719,2,565.23,12.0941,Poor (600-649),2023
LN0003341,2024-12-31,Credit Card,2020-09-25,5556.64,1590.37,601,570,0,18.34,N/A,Central,0.15,0.45,0.7898,2,565.23,35.5408,Very Poor (<600),2020
LN0003288,2024-12-31,Credit Card,2022-06-21,6646.8,3193.6,610,608,0,18.93,N/A,South,0.075,0.225,0.7864,2,565.08,17.6941,Poor (600-649),2022
LN0003293,2024-12-31,Personal Loan,2023-11-03,7276.38,5364.85,650,635,0,9.66,N/A,North,0.06,0.18,0.5795,2,559.61,10.431,Poor (600-649),2023
LN0002969,2024-12-31,Credit Card,2023-04-20,6064.06,3565.96,632,617,0,18.42,N/A,South,0.075,0.225,0.6958,2,558.27,15.6555,Poor (600-649),2023
LN0004626,2024-12-31,Auto Loan,2021-08-21,19356.11,5451.43,608,593,0,7.56,N/A,East,0.09,0.27,0.3778,2,556.08,10.2006,Very Poor (<600),2021
LN0001511,2024-12-31,Credit Card,2021-03-28,6780.69,1729.51,569,556,0,18.41,N/A,East,0.15,0.45,0.7117,2,553.9,32.0264,Very Poor (<600),2021
LN0000726,2024-12-31,Credit Card,2023-10-10,5160.13,3762.31,610,602,0,18.38,N/A,South,0.075,0.225,0.6542,2,553.79,14.7194,Poor (600-649),2023
LN0004985,2024-12-31,Personal Loan,2022-12-20,5074.48,2777.34,524,540,0,10.2,N/A,East,0.12,0.36,0.5486,2,548.51,19.7495,Very Poor (<600),2022
LN0000716,2024-12-31,Credit Card,2022-09-15,6548.69,3327.05,625,642,0,18.27,N/A,North,0.075,0.225,0.7309,2,547.14,16.4452,Poor (600-649),2022
LN0003289,2024-12-31,Credit Card,2022-01-18,10484.56,4031.49,624,633,0,18.48,N/A,North,0.075,0.225,0.6017,2,545.79,13.5382,Poor (600-649),2022
LN0002410,2024-12-31,Personal Loan,2020-08-13,14666.29,4369.15,674,641,0,9.22,N/A,North,0.06,0.18,0.6935,2,545.4,12.483,Poor (600-649),2020
LN0001686,2024-12-31,Credit Card,2022-12-26,3109.21,1712.98,657,614,30,18.46,N/A,South,0.15,0.45,0.7068,2,544.83,31.806,Poor (600-649),2022
LN0003262,2024-12-31,Personal Loan,2022-07-18,9242.59,4340.36,629,614,0,9.32,N/A,West,0.06,0.18,0.6971,2,544.62,12.5478,Poor (600-649),2022
LN0000778,2024-12-31,Auto Loan,2020-09-29,18757.1,5361.98,667,598,0,6.71,N/A,East,0.09,0.27,0.3753,2,543.33,10.133,Very Poor (<600),2020
LN0002767,2024-12-31,Personal Loan,2021-03-10,9177.74,2415.75,555,548,0,9.57,N/A,North,0.12,0.36,0.6243,2,542.93,22.4746,Very Poor (<600),2021
LN0003595,2024-12-31,Personal Loan,2021-06-17,16438.35,4354.76,627,633,0,10.11,N/A,West,0.06,0.18,0.6892,2,540.23,12.4055,Poor (600-649),2021
LN0003440,2024-12-31,Credit Card,2021-11-23,4611.92,1614.97,643,591,0,18.71,N/A,West,0.15,0.45,0.7407,2,538.29,33.3313,Very Poor (<600),2021
LN0000478,2024-12-31,Personal Loan,2023-10-14,5980.78,4459.04,615,620,0,9.22,N/A,West,0.06,0.18,0.6698,2,537.6,12.0564,Poor (600-649),2023
LN0004859,2024-12-31,Credit Card,2020-04-23,5394.02,1578.3,592,596,0,18.89,N/A,East,0.15,0.45,0.7561,2,537.01,34.0246,Very Poor (<600),2020
LN0002809,2024-12-31,Personal Loan,2021-07-03,7664.1,2122.83,630,644,30,9.67,N/A,South,0.12,0.36,0.6996,2,534.65,25.1857,Poor (600-649),2021
LN0002208,2024-12-31,Credit Card,2023-10-19,2869.96,1890.41,561,581,0,19.33,N/A,North,0.15,0.45,0.6278,2,534.06,28.251,Very Poor (<600),2023
LN0000672,2024-12-31,Credit Card,2022-03-16,4378.54,1806.37,688,667,60,18.61,N/A,Central,0.15,0.45,0.6538,2,531.45,29.4209,Fair (650-699),2022
LN0003969,2024-12-31,Personal Loan,2021-02-20,8019.74,2360.49,652,607,30,9.09,N/A,South,0.12,0.36,0.6231,2,529.5,22.4318,Poor (600-649),2021
LN0003706,2024-12-31,Credit Card,2022-03-12,9030.49,3603.03,595,601,0,18.55,N/A,East,0.075,0.225,0.6524,2,528.89,14.679,Poor (600-649),2022
LN0004469,2024-12-31,Credit Card,2022-12-05,2924.06,1523.87,551,580,0,18.89,N/A,West,0.15,0.45,0.7682,2,526.79,34.5692,Very Poor (<600),2022
LN0004720,2024-12-31,Credit Card,2023-01-24,6539.08,3824.85,604,601,0,19.02,N/A,West,0.075,0.225,0.612,2,526.68,13.77,Poor (600-649),2023
LN0002032,2024-12-31,Personal Loan,2021-12-11,14586.99,4971.09,725,693,30,9.4,N/A,East,0.06,0.18,0.5881,2,526.23,10.5858,Fair (650-699),2021
LN0004625,2024-12-31,Credit Card,2021-11-27,4615.11,1605.69,537,527,0,19.28,N/A,South,0.15,0.45,0.7254,2,524.15,32.6433,Very Poor (<600),2021
LN0002313,2024-12-31,Personal Loan,2022-11-27,8857.39,4784.71,651,638,0,9.08,N/A,South,0.06,0.18,0.6083,2,523.9,10.9495,Poor (600-649),2022
LN0002072,2024-12-31,Personal Loan,2020-04-30,15937.8,4176.78,597,622,0,9.28,N/A,East,0.06,0.18,0.6967,2,523.79,12.5405,Poor (600-649),2020
LN0001483,2024-12-31,Personal Loan,2020-01-24,8502.18,2181.9,506,506,0,10.32,N/A,South,0.12,0.36,0.6658,2,522.98,23.969,Very Poor (<600),2020
LN0000438,2024-12-31,Credit Card,2023-11-21,4806.37,3508.19,639,611,0,18.54,N/A,North,0.075,0.225,0.6625,2,522.94,14.9063,Poor (600-649),2023
LN0002773,2024-12-31,Credit Card,2022-06-21,8289.38,3504.17,647,648,0,18.82,N/A,North,0.075,0.225,0.6556,2,516.9,14.751,Poor (600-649),2022
LN0000507,2024-12-31,Credit Card,2023-09-15,4717.59,2973.51,634,680,30,18.49,N/A,South,0.075,0.225,0.7663,2,512.69,17.2419,Fair (650-699),2023
LN0001396,2024-12-31,Credit Card,2021-10-18,8682.59,3014.0,633,636,0,18.62,N/A,East,0.075,0.225,0.751,2,509.29,16.8975,Poor (600-649),2021
LN0004094,2024-12-31,Credit Card,2021-12-31,5102.29,1710.19,567,586,0,19.23,N/A,South,0.15,0.45,0.6617,2,509.23,29.7762,Very Poor (<600),2021
LN0003285,2024-12-31,Personal Loan,2021-01-09,7726.78,2056.52,547,521,0,10.11,N/A,North,0.12,0.36,0.687,2,508.62,24.7321,Very Poor (<600),2021
LN0000443,2024-12-31,Personal Loan,2020-03-21,15003.96,4070.52,615,625,0,9.2,N/A,Central,0.06,0.18,0.6912,2,506.44,12.4417,Poor (600-649),2020
LN0003189,2024-12-31,Credit Card,2023-01-08,5764.1,3102.15,613,619,0,18.57,N/A,South,0.075,0.225,0.7253,2,506.25,16.3193,Poor (600-649),2023
LN0002147,2024-12-31,Personal Loan,2020-08-13,9976.57,2653.67,586,581,0,9.58,N/A,West,0.12,0.36,0.5298,2,506.13,19.0728,Very Poor (<600),2020
LN0000556,2024-12-31,Personal Loan,2022-07-22,10237.74,4892.15,637,644,0,9.84,N/A,West,0.06,0.18,0.5744,2,505.81,10.3392,Poor (600-649),2022
LN0001432,2024-12-31,Personal Loan,2021-05-15,16372.94,4754.8,649,615,0,9.54,N/A,Central,0.06,0.18,0.5899,2,504.87,10.6181,Poor (600-649),2021
LN0000942,2024-12-31,Personal Loan,2021-09-15,17947.32,5145.98,751,822,180,8.65,N/A,Central,0.048,0.144,0.6791,3,503.23,9.7791,Excellent (750+),2021
LN0003011,2024-12-31,Personal Loan,2020-02-28,14390.8,4227.09,626,643,0,9.18,N/A,North,0.06,0.18,0.6603,2,502.41,11.8855,Poor (600-649),2020
LN0004559,2024-12-31,Credit Card,2021-09-16,9401.73,2849.73,649,640,0,18.71,N/A,North,0.075,0.225,0.7819,2,501.35,17.5929,Poor (600-649),2021
LN0000994,2024-12-31,Personal Loan,2021-10-19,7899.16,2592.41,614,573,0,9.79,N/A,North,0.12,0.36,0.5345,2,498.83,19.2419,Very Poor (<600),2021
LN0000490,2024-12-31,Credit Card,2020-02-24,5883.11,1655.36,587,584,0,18.93,N/A,West,0.15,0.45,0.6665,2,496.48,29.9923,Very Poor (<600),2020
LN0003484,2024-12-31,Credit Card,2022-03-01,3802.58,1423.56,573,565,0,18.48,N/A,East,0.15,0.45,0.7703,2,493.46,34.6638,Very Poor (<600),2022
LN0004930,2024-12-31,Credit Card,2023-08-20,4993.01,3238.13,645,647,0,18.46,N/A,East,0.075,0.225,0.6754,2,492.08,15.1964,Poor (600-649),2023
LN0002990,2024-12-31,Credit Card,2020-04-20,10324.97,2739.67,628,622,0,18.83,N/A,Central,0.075,0.225,0.7953,2,490.24,17.8941,Poor (600-649),2020
LN0002076,2024-12-31,Credit Card,2021-07-22,2571.82,770.51,668,673,180,18.55,N/A,North,0.3,0.9,0.7017,3,486.6,63.153,Fair (650-699),2021
LN0001028,2024-12-31,Credit Card,2022-12-01,5805.81,3079.02,665,646,0,18.4,N/A,East,0.075,0.225,0.7019,2,486.26,15.7927,Poor (600-649),2022
LN0002206,2024-12-31,Credit Card,2022-07-24,6408.84,3155.26,620,623,0,18.21,N/A,North,0.075,0.225,0.683,2,484.88,15.3674,Poor (600-649),2022
LN0001668,2024-12-31,Credit Card,2022-06-19,7224.49,3046.23,671,644,0,18.4,N/A,North,0.075,0.225,0.7069,2,484.51,15.9052,Poor (600-649),2022
LN0003104,2024-12-31,Personal Loan,2023-01-02,9315.8,4819.47,625,626,0,9.54,N/A,East,0.06,0.18,0.5583,2,484.33,10.0494,Poor (600-649),2023
LN0002793,2024-12-31,Personal Loan,2021-08-04,14362.57,4394.65,649,634,0,9.31,N/A,East,0.06,0.18,0.612,2,484.11,11.0159,Poor (600-649),2021
LN0001351,2024-12-31,Credit Card,2023-09-03,2260.82,1616.02,579,598,0,18.89,N/A,Central,0.15,0.45,0.6656,2,484.03,29.952,Very Poor (<600),2023
LN0001123,2024-12-31,Credit Card,2021-06-17,11154.83,3012.47,674,649,0,18.87,N/A,East,0.075,0.225,0.7131,2,483.34,16.0446,Poor (600-649),2021
LN0004424,2024-12-31,Auto Loan,2020-02-10,17399.43,4799.56,540,507,0,7.46,N/A,West,0.09,0.27,0.3729,2,483.23,10.0682,Very Poor (<600),2020
LN0002233,2024-12-31,Credit Card,2023-07-21,2084.76,1448.82,478,509,0,19.04,N/A,South,0.15,0.45,0.7308,2,476.46,32.8861,Very Poor (<600),2023
LN0001342,2024-12-31,Personal Loan,2020-02-05,13848.65,3938.56,594,632,0,10.14,N/A,Central,0.06,0.18,0.6715,2,476.05,12.0869,Poor (600-649),2020
LN0000521,2024-12-31,Personal Loan,2020-11-16,15815.38,4041.56,555,608,0,10.14,N/A,Central,0.06,0.18,0.6446,2,468.93,11.6027,Poor (600-649),2020
LN0000061,2024-12-31,Personal Loan,2021-09-04,7534.36,2336.75,604,552,0,9.83,N/A,North,0.12,0.36,0.5559,2,467.64,20.0124,Very Poor (<600),2021
LN0001077,2024-12-31,Personal Loan,2021-02-21,7218.63,2144.14,611,581,0,9.51,N/A,South,0.12,0.36,0.6049,2,466.92,21.7766,Very Poor (<600),2021
LN0004882,2024-12-31,Personal Loan,2022-05-10,11513.21,4631.44,590,618,0,10.18,N/A,West,0.06,0.18,0.5578,2,465.02,10.0405,Poor (600-649),2022
LN0002682,2024-12-31,Credit Card,2020-12-29,9583.38,2616.61,596,625,0,18.67,N/A,North,0.075,0.225,0.7859,2,462.69,17.6828,Poor (600-649),2020
LN0004001,2024-12-31,Personal Loan,2021-12-24,4999.3,1903.9,556,551,0,10.35,N/A,South,0.12,0.36,0.6731,2,461.35,24.2318,Very Poor (<600),2021
LN0000068,2024-12-31,Credit Card,2021-08-19,5901.02,1633.24,571,561,0,18.54,N/A,West,0.15,0.45,0.6269,2,460.75,28.2108,Very Poor (<600),2021
LN0002821,2024-12-31,Credit Card,2023-11-20,4626.19,3205.53,639,673,30,18.37,N/A,West,0.075,0.225,0.638,2,460.15,14.3549,Fair (650-699),2023
LN0000792,2024-12-31,Personal Loan,2020-03-21,15021.56,4400.06,730,684,30,9.51,N/A,South,0.06,0.18,0.5745,2,455.01,10.341,Fair (650-699),2020
LN0002553,2024-12-31,Credit Card,2022-05-30,3231.88,1354.18,711,688,60,18.52,N/A,South,0.15,0.45,0.7465,2,454.9,33.5923,Fair (650-699),2022
LN0000655,2024-12-31,Personal Loan,2022-01-22,9322.78,3603.56,666,649,0,9.48,N/A,North,0.06,0.18,0.6987,2,453.21,12.5767,Poor (600-649),2022
LN0002318,2024-12-31,Personal Loan,2022-10-11,4165.12,2023.56,557,497,0,9.67,N/A,South,0.12,0.36,0.6216,2,452.82,22.3774,Very Poor (<600),2022
LN0000253,2024-12-31,Credit Card,2023-12-07,3964.69,2818.58,618,620,0,18.63,N/A,East,0.075,0.225,0.7126,2,451.92,16.0336,Poor (600-649),2023
LN0002657,2024-12-31,Credit Card,2021-11-04,9881.11,3260.87,670,634,0,18.81,N/A,Central,0.075,0.225,0.6154,2,451.52,13.8466,Poor (600-649),2021
LN0004027,2024-12-31,Personal Loan,2023-12-02,5660.61,3862.11,620,635,0,9.4,N/A,West,0.06,0.18,0.6483,2,450.69,11.6695,Poor (600-649),2023
LN0000576,2024-12-31,Credit Card,2023-09-15,4944.05,3235.13,596,605,0,18.93,N/A,South,0.075,0.225,0.6189,2,450.5,13.9253,Poor (600-649),2023
LN0002735,2024-12-31,Credit Card,2020-06-17,5687.78,1637.1,541,558,0,19.35,N/A,East,0.15,0.45,0.6077,2,447.69,27.3465,Very Poor (<600),2020
LN0004043,2024-12-31,Personal Loan,2023-04-10,3378.63,2095.15,562,595,0,10.0,N/A,South,0.12,0.36,0.5934,2,447.57,21.3622,Very Poor (<600),2023
LN0004689,2024-12-31,Personal Loan,2023-01-14,6865.3,3647.49,579,624,0,9.43,N/A,East,0.06,0.18,0.68,2,446.45,12.2399,Poor (600-649),2023
LN0003447,2024-12-31,Credit Card,2022-12-14,3204.33,1633.71,542,562,0,19.06,N/A,East,0.15,0.45,0.6051,2,444.85,27.2294,Very Poor (<600),2022
LN0002611,2024-12-31,Credit Card,2022-07-29,3361.35,1587.7,621,662,90,18.52,N/A,South,0.15,0.45,0.6218,2,444.25,27.9807,Fair (650-699),2022
LN0002829,2024-12-31,Personal Loan,2021-03-25,15131.37,3913.7,600,629,0,9.57,N/A,Central,0.06,0.18,0.6305,2,444.17,11.3491,Poor (600-649),2021
LN0003082,2024-12-31,Credit Card,2021-12-09,5073.42,1639.27,527,529,0,19.18,N/A,West,0.15,0.45,0.6004,2,442.9,27.0181,Very Poor (<600),2021
LN0001227,2024-12-31,Personal Loan,2022-01-16,11763.38,4249.41,716,644,0,8.83,N/A,Central,0.06,0.18,0.5724,2,437.83,10.3033,Poor (600-649),2022
LN0001114,2024-12-31,Personal Loan,2022-08-14,4446.07,2001.53,599,580,0,9.27,N/A,South,0.12,0.36,0.6074,2,437.66,21.8663,Very Poor (<600),2022
LN0002557,2024-12-31,Personal Loan,2021-01-11,13251.92,3750.45,628,625,0,9.2,N/A,South,0.06,0.18,0.6474,2,437.05,11.6533,Poor (600-649),2021
LN0000285,2024-12-31,Personal Loan,2020-05-06,7047.17,1865.74,603,581,0,9.38,N/A,East,0.12,0.36,0.644,2,432.55,23.1838,Very Poor (<600),2020
LN0004786,2024-12-31,Personal Loan,2021-11-13,12397.76,3957.63,667,649,0,9.83,N/A,South,0.06,0.18,0.6036,2,429.99,10.8648,Poor (600-649),2021
LN0001908,2024-12-31,Personal Loan,2020-08-21,14494.34,4051.84,597,609,0,10.24,N/A,East,0.06,0.18,0.5839,2,425.86,10.5103,Poor (600-649),2020
LN0003241,2024-12-31,Personal Loan,2022-04-16,8098.03,3551.62,647,617,0,9.24,N/A,East,0.06,0.18,0.6653,2,425.32,11.9754,Poor (600-649),2022
LN0003395,2024-12-31,Credit Card,2020-04-12,12386.12,3254.42,765,729,90,18.31,N/A,West,0.06,0.18,0.7258,2,425.17,13.0644,Good (700-749),2020
LN0002460,2024-12-31,Personal Loan,2022-04-08,4803.64,1994.89,622,587,0,9.63,N/A,North,0.12,0.36,0.5893,2,423.21,21.2147,Very Poor (<600),2022
